,Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14,slack
path1103,5.674,6.654,2.629,4.469,3.217,2.766,2.807,4.893,3.139,2.708,4.446,5.46,6.09,4.905,29.928
path1104,4.686,3.593,3.921,3.317,4.536,6.388,4.154,6.494,6.879,4.447,6.192,4.225,8.201,6.702,36.867
path1105,3.776,6.635,4.671,3.103,3.041,7.164,3.364,2.693,3.147,5.604,7.779,4.247,4.11,5.311,32.323
path1106,5.042,5.607,3.312,4.89,3.288,3.18,6.149,5.134,6.071,4.877,6.581,6.13,4.386,4.574,34.611
path1107,6.222,3.927,4.088,5.162,4.869,5.046,5.964,5.274,2.985,6.886,6.879,5.403,3.954,3.634,35.145
path1108,4.341,2.632,2.668,3.479,4.153,5.668,2.507,5.287,4.689,3.003,7.792,6.123,6.222,4.827,31.696
path1109,2.418,5.92,5.781,5.227,6.443,4.297,4.084,3.249,3.044,5.506,7.897,3.823,6.455,3.118,33.631
path1110,2.821,5.258,2.576,3.427,5.748,5.114,3.728,7.082,2.896,6.58,4.94,7.375,6.245,7.098,35.444
path1111,4.977,4.476,4.469,6.245,6.377,3.118,5.462,3.856,5.777,2.814,3.759,4.09,4.662,6.435,33.258
path1112,2.762,2.561,4.147,3.824,5.199,3.801,4.483,4.273,3.037,4.46,7.572,3.365,7.954,4.697,31.068
path1113,4.719,6.769,2.622,6.169,3.66,6.99,3.408,5.606,3.424,5.458,4.406,6.929,3.22,6.288,34.834
path1114,4.815,4.165,2.367,6.789,2.318,7.218,4.583,5.116,2.928,7.423,7.781,6.55,7.4,6.035,37.744
path1115,2.349,6.02,5.779,4.21,5.662,3.248,5.97,3.548,4.561,2.803,4.707,6.698,3.254,7.017,32.914
path1116,4.733,5.382,2.843,5.392,3.762,2.959,6.144,3.589,3.323,7.153,3.306,6.862,6.337,5.257,33.521
path1117,5.096,5.472,6.315,5.367,3.386,2.552,2.453,2.339,3.246,5.629,3.941,7.171,4.852,3.233,30.526
path1118,5.547,6.247,4.799,5.501,4.061,3.964,6.481,3.009,4.434,7.105,5.632,7.19,4.007,4.683,36.33
path1119,3.421,3.693,6.293,2.974,4.192,3.231,2.492,4.535,6.184,4.867,7.48,3.561,3.237,6.292,31.226
path1120,4.044,3.706,4.592,5.462,4.164,3.174,3.886,2.625,4.533,7.554,4.545,7.014,3.662,3.565,31.263
path1121,4.433,3.346,4.943,5.882,2.896,5.273,4.397,3.411,5.662,5.872,5.807,3.452,4.18,7.18,33.367
path1122,4.19,3.342,4.759,6.637,3.173,2.442,4.921,2.353,6.603,6.51,5.624,3.559,6.996,4.094,32.603
path1123,6.239,5.756,5.751,6.698,5.171,4.847,2.554,2.486,4.121,3.971,7.344,3.891,7.036,4.327,35.096
path1124,4.159,2.769,3.361,2.564,5.926,6.797,3.379,2.841,7.257,4.514,3.546,5.754,6.543,7.063,33.236
path1125,5.98,3.988,2.513,3.221,4.041,6.188,3.957,7.08,6.517,4.346,7.186,6.255,8.16,4.367,36.899
path1126,5.548,5.127,4.794,2.797,4.083,3.912,6.688,2.349,5.608,6.303,5.324,3.986,5.248,6.948,34.357
path1127,3.568,2.958,5.135,5.214,5.683,4.301,3.213,2.499,5.517,3.615,4.545,5.789,4.08,4.954,30.535
path1128,5.809,2.935,2.57,6.315,3.837,5.969,3.045,6.526,5.45,5.706,4.611,4.54,7.066,5.879,35.128
path1129,6.066,4.441,3.969,4.131,5.021,2.409,2.667,4.67,7.389,4.123,5.706,7.237,6.965,3.767,34.281
path1130,4.431,3.542,5.779,3.443,3.748,4.413,3.305,4.53,5.565,4.645,7.596,7.372,5.407,3.952,33.864
path1131,3.702,4.013,2.818,5.535,5.078,3.837,4.599,4.251,6.848,4.008,5.708,6.373,7.306,7.257,35.666
path1132,2.787,3.999,4.802,6.676,6.279,5.696,6.658,6.077,3.146,3.552,7.464,3.191,6.872,4.393,35.796
path1133,5.583,3.202,5.235,4.491,3.598,6.161,3.752,3.174,5.196,4.214,6.419,5.042,3.515,6.24,32.911
path1134,2.404,5.026,2.51,5.547,2.856,5.027,4.68,4.632,3.549,3.983,5.619,6.258,3.048,4.602,29.871
path1135,4.172,4.114,3.67,4.503,4.242,3.228,5.617,4.787,7.183,5.848,5.855,3.1,4.526,7.011,33.928
path1136,3.134,5.467,6.438,5.441,5.321,6.79,2.881,3.635,5.765,4.808,3.061,4.834,4.394,4.841,33.405
path1137,2.989,5.276,3.674,3.581,2.351,5.426,4.228,5.649,6.712,7.358,6.892,7.674,7.746,7.375,38.467
path1138,2.628,2.965,6.204,5.62,3.4,5.629,3.997,3.439,4.684,2.78,7.104,5.067,5.528,4.139,31.592
path1139,4.629,6.058,3.286,6.41,4.315,2.971,2.917,4.562,3.379,3.907,6.918,6.502,5.081,6.966,33.951
path1140,3.101,4.043,4.311,5.014,3.671,4.583,4.318,4.541,6.285,3.431,3.315,3.013,3.781,6.272,29.839
path1141,5.522,5.058,4.828,3.149,5.829,3.693,3.537,5.761,3.667,7.604,5.15,3.552,3.996,4.304,32.824
path1142,5.648,6.739,4.957,2.984,4.58,3.065,4.155,3.925,5.409,7.521,3.747,7.172,8.136,5.519,36.778
path1143,3.078,3.203,3.953,6.22,2.701,3.769,5.772,6.034,4.122,2.94,7.641,3.664,8.216,5.601,33.457
path1144,5.762,5.62,2.971,6.689,4.171,5.916,3.465,4.617,5.634,4.954,7.573,7.243,8.077,7.264,39.977
path1145,6.43,6.356,2.745,3.258,3.225,5.177,3.381,3.344,6.536,3.246,3.374,4.899,5.317,6.408,31.849
path1146,5.768,5.874,2.824,4.381,2.318,3.698,3.574,3.512,6.248,3.123,3.277,3.57,5.903,7.278,30.674
path1147,3.595,4.559,5.156,3.881,2.634,4.043,4.721,4.727,6.939,4.949,6.334,5.796,5.938,5.777,34.525
path1148,5.957,5.971,4.857,3.625,6.129,5.817,5.299,6.421,5.489,5.854,4.848,7.007,7.05,5.036,39.68
path1149,3.191,3.833,2.795,5.805,5.069,3.843,5.106,4.88,3.117,3.836,6.155,7.138,6.838,4.442,33.024
path1150,2.91,5.102,5.763,6.698,2.552,6.582,6.828,6.977,3.47,4.394,3.283,7.312,6.632,4.942,36.722
path1151,3.902,5.131,4.058,4.679,6.635,3.554,4.138,5.094,6.444,7.588,7.92,3.027,4.52,6.692,36.691
path1152,4.557,6.091,6.561,2.715,3.176,3.094,6.901,3.687,3.536,4.257,7.12,5.798,6.481,4.084,34.029
path1153,3.388,5.715,3.088,6.621,5.005,5.27,5.406,4.263,2.706,6.081,7.634,3.004,4.853,6.924,34.98
path1154,3.968,4.212,2.459,3.675,2.613,4.408,5.967,2.429,7.252,4.083,6.381,6.28,7.997,6.585,34.154
path1155,3.869,3.895,6.152,3.048,3.191,6.058,6.451,3.578,7.245,7.609,7.079,6.473,5.54,3.71,36.95
path1156,4.038,5.122,5.51,4.926,3.468,5.66,5.755,4.009,7.669,3.24,4.742,5.632,6.761,6.658,36.596
path1157,2.664,5.296,4.495,2.929,4.392,5.332,4.478,3.333,5.583,4.301,6.063,5.088,3.216,6.323,31.746
path1158,3.855,4.637,3.863,6.322,5.874,6.766,6.823,4.559,3.596,2.715,5.284,3.927,4.963,4.498,33.841
path1159,3.843,3.973,6.149,3.067,5.415,4.966,6.724,5.043,3.407,5.903,4.807,3.68,4.691,7.794,34.731
path1160,2.302,6.567,6.218,6.031,3.25,4.983,4.293,7.05,4.755,3.375,3.553,3.545,3.492,5.371,32.393
path1161,5.046,6.783,6.567,3.242,4.238,5.684,3.334,4.636,3.128,6.185,5.407,5.247,3.27,4.803,33.785
path1162,6.39,4.417,2.632,6.779,6.672,5.59,4.454,2.629,3.204,5.015,4.609,4.781,7.595,5.514,35.139
path1163,3.975,3.447,2.505,4.374,6.755,7.339,3.41,3.074,3.521,4.07,7.906,3.59,6.093,6.003,33.031
path1164,4.156,3.986,2.644,4.069,2.482,5.365,4.694,3.492,4.412,2.789,7.35,6.83,3.477,5.839,30.793
path1165,4.475,3.055,4.656,2.682,5.855,4.398,4.709,3.179,5.48,3.714,6.005,3.317,8.081,5.182,32.394
path1166,3.19,6.664,5.408,4.316,5.838,6.317,4.129,4.136,7.636,6.077,6.919,4.732,5.422,3.559,37.173
path1167,5.363,3.428,4.291,5.505,2.54,4.674,6.736,3.661,6.645,3.903,3.863,5.574,4.595,6.333,33.555
path1168,6.222,2.878,2.358,4.866,3.353,6.877,5.396,6.613,3.57,6.534,5.643,3.068,4.964,6.12,34.231
path1169,5.344,5.878,5.393,2.838,2.975,4.225,6.012,2.851,4.032,3.521,5.684,4.793,7.402,4.112,32.53
path1170,2.823,3.366,2.321,3.653,3.859,2.583,5.1,6.679,5.801,6.746,4.28,5.832,3.654,4.984,30.84
path1171,4.006,5.432,3.114,3.028,5.193,2.701,2.877,4.536,3.474,3.674,3.271,6.905,4.303,3.535,28.025
path1172,3.939,4.474,3.342,3.975,3.913,6.7,2.652,6.869,5.228,4.751,6.306,5.82,5.456,7.373,35.399
path1173,5.001,2.888,5.837,2.566,4.187,4.477,3.654,4.998,6.237,5.988,7.782,6.092,5.929,7.447,36.541
path1174,5.67,5.627,3.573,6.024,5.129,5.94,6.572,5.237,7.027,4.554,5.771,4.745,7.385,3.833,38.543
path1175,4.277,5.515,6.15,5.026,4.152,4.353,5.022,3.072,6.296,3.434,3.97,5.904,6.892,5.22,34.641
path1176,2.685,4.817,2.899,5.175,3.891,5.069,3.95,3.324,4.944,6.431,6.559,6.156,6.177,5.593,33.834
path1177,5.415,5.127,4.046,4.481,4.298,7.05,3.239,5.779,6.021,7.525,6.315,7.487,3.27,3.778,36.916
path1178,2.415,6.408,5.68,5.194,3.267,3.915,4.251,5.128,4.966,5.759,4.016,6.126,8.104,3.974,34.601
path1179,3.769,6.681,3.877,4.948,4.609,6.811,6.133,4.727,7.484,4.272,7.166,3.924,5.54,3.678,36.809
path1180,5.403,2.641,2.934,6.679,4.548,2.389,5.712,3.816,6.803,3.261,7.19,4.595,4.447,5.73,33.074
path1181,4.783,3.627,2.873,6.736,5.825,2.656,4.098,4.008,5.74,7.619,5.735,3.786,4.325,4.823,33.317
path1182,5.051,2.431,3.006,6.064,6.437,3.846,6.93,7.148,3.96,6.676,3.878,5.386,5.169,6.648,36.315
path1183,5.159,4.974,4.103,4.549,4.467,2.537,6.698,6.529,5.565,3.719,7.804,3.368,4.625,3.534,33.816
path1184,6.029,3.072,3.456,3.045,5.92,3.884,5.497,4.789,3.008,5.472,4.149,5.792,8.292,6.798,34.602
path1185,4.548,4.547,4.364,6.385,5.312,2.576,5.936,4.568,3.856,5.154,5.985,3.334,3.35,4.925,32.42
path1186,5.709,6.214,4.813,3.438,3.747,5.685,4.858,4.311,2.808,5.438,5.817,3.318,4.491,5.337,32.993
path1187,5.445,4.747,6.193,5.446,4.089,5.698,5.293,2.628,4.027,5.26,7.726,7.023,7.861,7.268,39.352
path1188,4.345,4.999,4.536,3.069,5.952,4.811,6.683,4.155,4.85,5.419,7.875,7.416,8.234,5.27,38.807
path1189,6.636,2.86,4.223,6,6.748,6.795,6.051,6.59,5.633,3.475,5.586,7.542,5.72,6.76,40.31
path1190,2.412,3.778,5.274,4.709,3.84,6.315,3.158,4.393,4.876,5.412,6.237,5.513,4.841,4.014,32.386
path1191,3.443,5.164,4.198,5.895,6.553,4.756,3.167,2.811,2.998,3.716,6.224,4.782,5.01,6.236,32.476
path1192,2.377,2.845,5.309,4.987,6.743,5.924,4.715,2.376,3.199,3.808,3.66,3.308,3.646,6.686,29.792
path1193,5.963,4.526,6.519,5.274,5.238,6.782,6.928,5.148,6.744,3.998,7.344,4.49,8.169,7.568,42.346
path1194,5.332,4.585,5.595,3.818,6.769,3.192,5.674,7.115,3.97,6.004,6.617,7.379,3.109,5.968,37.563
path1195,6.637,6.107,4.515,4.276,6.76,6.05,6.679,7.05,7.175,4.873,7.672,7.494,7.575,5.624,44.245
path1196,4.635,5.79,5.891,3.205,4.729,5.286,5.828,2.869,3.123,5.21,5.333,5.108,5.741,5.799,34.274
path1197,4.991,5.083,4.233,5.697,4.587,3.415,2.574,2.702,5.165,4.477,6.221,3.805,6.805,7.069,33.412
path1198,4.669,4.026,3.887,2.5,4.579,6.641,6.91,5.059,6.168,5.894,6.158,4.907,7.046,7.267,37.856
path1199,4.646,5.835,3.078,2.506,5.59,6.132,2.996,2.815,3.962,4.254,6.672,6.374,4.983,6.925,33.383
path1200,3.625,3.054,2.911,2.452,4.216,2.612,6.849,2.377,7.604,7.149,5.571,5.634,5.242,7.721,33.508
path1201,3.874,4.171,6.471,3.35,6.662,4.465,5.633,5.208,6.85,4.038,7.181,4.707,6.208,7.756,38.288
path1202,4.909,5.487,2.564,6.327,5.079,5.376,2.614,2.444,6.589,4.796,3.653,6.638,6.943,4.215,33.816
path1203,2.469,4.66,3.964,4.135,6.544,3.155,3.287,5.159,7.352,3.296,6.704,4.971,5.338,4.914,32.974
path1204,2.455,5.826,6.277,3.395,6.689,3.334,4.942,5.538,5.317,7.299,4.571,3.174,6.454,3.786,34.528
path1205,4.49,5.409,4.269,2.551,3.848,6.924,4.981,5.426,6.157,4.481,6.822,4.809,4.261,5.604,35.016
path1206,3.091,3.379,6.153,5.808,6.478,6.666,4.083,3.222,6.82,4.077,4.631,6.886,5.753,4.822,35.934
path1207,3.68,2.872,6.49,4.671,6.795,7.138,5.716,6.205,4.271,4.641,5.394,6.304,5.82,4.791,37.393
path1208,6.448,5.653,2.413,2.38,2.721,6.631,6.419,3.155,2.915,3.122,3.759,4.912,5.417,6.617,31.28
path1209,3.051,4.095,5.01,3.002,3.15,6.773,2.329,4.615,6.427,3.006,4.452,3.18,3.232,4.525,28.423
path1210,5.807,4.07,5.847,4.37,5.235,7.05,3.664,4.575,6.949,7.527,5.912,7.314,7.281,5.824,40.712
path1211,5.748,2.931,5.732,6.243,5.045,3.337,2.829,5.562,6.582,4.735,6.14,6.143,6.944,4.399,36.186
path1212,5.594,2.981,3.935,2.644,5.769,2.763,4.069,3.637,4.837,2.766,3.937,6.827,8.251,5.825,31.918
path1213,5.885,6.801,4.022,6.037,2.555,6.785,2.459,5.458,5.823,4.494,7.123,5.044,7.92,6.82,38.614
path1214,4.255,5.423,5.958,5.398,5.127,5.984,6.212,2.826,6.143,7.268,7.2,4.531,3.035,5.318,37.339
path1215,4.254,4.908,5.994,5.302,4.182,6.599,3.857,2.817,6.679,5.943,5.98,7.667,7.773,6.595,39.275
path1216,2.635,3.239,4.425,6.424,5.787,7.209,6.489,5.556,4.951,3.074,6.11,5.082,5.326,4.644,35.474
path1217,3.859,2.417,5.227,6.313,3.145,4.425,3.574,5.944,6.168,4.969,3.393,6.069,6.878,3.741,33.06
path1218,3.268,3.527,2.685,3.889,4.163,2.757,5.21,5.19,5.656,5.811,6.479,5.287,3.869,5.733,31.762
path1219,2.95,3.651,4.282,3.076,5.125,2.414,2.302,3.675,5.262,6.749,4.44,5.714,3.945,4.685,29.135
path1220,2.521,3.201,2.524,2.816,4.261,3.41,5.883,3.256,2.834,7.271,4.865,7.156,6.82,7.524,32.17
path1221,5.69,2.752,4.587,4.515,4.213,4.997,4.721,5.467,3.279,3.699,4.467,7.326,3.551,4.032,31.648
path1222,4.894,6.597,2.322,4.922,3.537,3.89,4.757,6.257,6.822,3.669,5.229,5.625,4.663,4.537,33.86
path1223,4.579,3.308,4.544,4.755,5.982,4.589,6.763,5.484,3.724,7.09,5.628,7.467,5.939,6.094,37.972
path1224,2.69,6.525,4.743,3.803,5.932,6.707,5.517,5.149,5.902,2.946,6.391,7.314,7.434,3.245,37.149
path1225,3.524,4.865,4.639,3.087,4.331,5.71,4.71,5.36,3.032,4.792,6.699,6.923,6.721,6.776,35.584
path1226,5.222,2.55,4.39,3.295,6.393,6.99,4.649,2.916,5.618,6.581,4.532,7.669,4.795,3.49,34.544
path1227,2.422,3.555,5.571,6.497,6.377,3.249,4.235,3.692,5.23,6.605,7.223,3.867,4.483,6.084,34.544
path1228,5.927,5.303,3.298,5.259,6.198,3.729,5.766,6.949,3.091,4.221,3.74,5.902,3.427,8.071,35.44
path1229,6.222,2.759,4.347,2.636,3.373,2.58,4.105,4.446,3.521,7.324,5.307,4.913,3.59,5.861,30.491
path1230,4.619,3.492,6.556,2.34,3.574,5.984,2.772,3.56,7.171,3.653,6.194,3.91,6.921,3.134,31.94
path1231,3.605,5.523,3.632,3.171,4.006,6.054,3.289,4.62,3.901,6.186,7.247,5.589,4.077,3.345,32.123
path1232,4.743,6.773,5.326,5.933,6.731,3.828,3.433,5.797,7.571,3.485,5.417,3.752,6.192,5.125,37.053
path1233,5.557,5.874,4.216,3.866,5.314,3.594,3.415,2.411,5.5,3.064,4.335,6.101,4.207,6.825,32.14
path1234,5.421,4.526,4.218,3.994,6.032,3.661,5.903,3.495,5.93,3.763,3.784,4.043,5.154,5.924,32.924
path1235,3.369,5.591,6.115,5.909,3.816,2.376,6.86,3.798,7.303,3.6,4.113,4.17,3.552,6.818,33.695
path1236,3.835,6.749,3.762,3.085,5.942,6.509,4,6.83,6.325,4.43,3.123,3.715,6.478,4.692,34.737
path1237,5.85,5.649,2.582,3.199,3.24,4.702,5.571,6.084,7.469,3.077,4.341,5.373,4.294,6.376,33.904
path1238,3.804,4.5,4.205,2.985,2.977,4.101,4.442,5.916,2.846,5.797,6.168,5.517,3.169,5.719,31.074
path1239,5.179,5.522,6.082,4.152,3.47,5.275,6.482,4.507,2.934,4.042,5.555,7.587,3.748,7.255,35.896
path1240,3.754,6.324,5.076,4.953,5.403,5.024,3.415,5.874,6.753,7.438,4.416,4.072,4.815,7.749,37.532
path1241,2.906,3.466,2.79,3.4,4.942,5.728,6.284,6.432,4.44,7.67,5.231,7.074,5.168,6.084,35.808
path1242,4.06,2.86,5.223,2.63,6.457,4.458,4.074,4.816,2.867,5.421,6.133,6.434,6.332,3.99,32.878
path1243,4.928,4.07,4.75,5.133,4.319,4.235,4.859,3.231,3.363,7.529,6.155,3.724,4.99,4.992,33.139
path1244,4.494,4.789,3.269,3.092,5.811,5.01,5.878,2.705,5.761,3.644,5.726,4.545,3.364,4.121,31.105
path1245,4.398,3.275,5.151,3.338,5.711,3.872,2.966,5.871,3.485,2.752,3.83,3.224,5.257,3.501,28.315
path1246,3.623,3.968,3.833,4.006,6.547,2.786,3.154,4.686,7.105,6.191,5.928,4.345,4.519,7.224,33.958
path1247,3.654,6.828,5.284,5.018,3.372,5.673,2.592,2.473,3.182,6.618,6.585,4.805,6.545,3.048,32.838
path1248,3.95,3.658,6.012,3.051,3.02,5.393,6.424,5.661,3.767,3.368,5.23,5.895,7.123,3.12,32.836
path1249,3.188,5.402,4.59,2.861,3.686,2.744,4.348,6.873,3.556,6.938,6.813,3.939,4.814,4.858,32.304
path1250,3.219,2.573,2.576,5.301,5.217,7.129,4.346,5.096,7.38,6.917,3.36,4.394,7.193,3.672,34.186
path1251,4.594,5.496,5.132,4.972,3.552,4.166,6.471,6.878,6.869,6.883,5.773,6.148,7.516,3.183,38.817
path1252,3.967,5.86,3.87,3.357,3.139,5.118,5.168,3.318,4.539,2.748,5.136,5.834,5.784,4.529,31.183
path1253,4.595,4.065,3.873,4.12,3.296,5.33,4.997,5.376,3.411,5.199,7.17,6.088,4.583,7.772,34.938
path1254,5.794,2.757,4.692,4.526,5.432,5.402,5.476,5.39,7.218,3.007,7.807,5.936,5.989,7.943,38.684
path1255,4.817,5.296,3.859,6.475,2.837,6.515,5.947,3.213,6.903,2.847,3.665,7.303,3.625,3.71,33.507
path1256,4.084,3.535,6,4.673,2.634,3.479,2.465,3.403,5.688,4.876,3.081,5.079,5.723,3.695,29.208
path1257,2.509,4.326,4.368,2.619,4.888,3.445,6.597,6.4,5.22,7.405,4.632,4.703,6.436,3.857,33.703
path1258,6.136,5.257,4.99,4.716,3.307,3.292,5.733,6.05,4.686,5.882,3.811,6.376,6.915,5.505,36.327
path1259,4.988,3.164,2.308,3.894,6.439,3.385,3.505,2.98,5.479,6.387,5.065,5.923,6.775,7.993,34.143
path1260,6.621,5.991,6.43,5.191,3.854,5.145,3.878,3.484,5.295,4.499,6.277,3.072,5.227,4.476,34.72
path1261,2.57,5.603,5.146,2.876,6.175,3.346,3.321,5.835,2.886,6.832,7.14,7.749,4.081,7.201,35.38
path1262,5.025,5.879,2.722,2.855,6.53,5.471,4.874,6.676,6.699,5.436,6.885,7.007,4.984,4.858,37.95
path1263,2.968,6.745,4.936,3.965,2.442,3.045,4.831,3.162,7.089,3.832,5.991,6.535,7.05,3.019,32.805
path1264,6.166,4.04,4.602,3.776,6.33,4.66,2.904,6.389,3.815,2.929,4.978,3.632,7.546,3.243,32.505
path1265,5.514,6.671,3.587,3.638,6.815,6.223,5.897,4.455,6.837,6.977,6.497,3.237,3.54,5.8,37.844
path1266,5.269,6.248,5.546,5.596,2.464,4.344,2.986,6.492,5.995,7.143,7.683,6.415,4.883,6.191,38.627
path1267,2.564,6.255,2.359,5.934,4.109,5.691,3.066,4.721,4.594,5.969,4.253,4.795,6.772,6.685,33.884
path1268,5.434,3.031,3.118,5.927,3.651,3.398,3.98,3.161,4.101,7.232,3.331,6.214,7.34,3.996,31.957
path1269,6.185,2.45,3.92,2.55,4.858,4.937,5.633,4.989,5.148,4.543,7.202,7.654,6.586,7.683,37.169
path1270,2.862,6.723,3.606,4.656,4.062,5.913,5.427,2.663,6.881,3.949,3.521,4.35,6.869,5.513,33.498
path1271,3.221,5.952,5.948,5.318,4.008,4.875,6.247,5.176,3.807,5.764,7.936,4.872,3.687,7.874,37.343
path1272,5.582,3.717,4.773,6.597,5.254,7.182,6.53,6.277,3.446,5.008,4.433,7.032,6.178,6.459,39.235
path1273,2.524,4.85,5.51,3.505,5.066,2.717,2.747,6.238,4.305,3.238,4.156,4.052,7.679,5.967,31.276
path1274,2.902,6.728,4.422,4.098,3.25,7.05,6.099,6.883,4.387,6.096,7.389,3.697,5.746,6.271,37.509
path1275,3.927,5.972,6.051,4.199,4.701,6.583,3.504,2.939,5.428,5.339,3.523,6.304,5.445,3.261,33.588
path1276,5.144,6.642,3.092,2.664,5.78,5.469,4.057,3.383,4.329,5.113,5.146,3.527,5.162,6.069,32.788
path1277,3.836,5.896,6.581,5.191,3.541,5.491,3.551,2.557,3.483,6.984,6.241,7.45,6.694,4.347,35.922
path1278,5.085,3.593,5.475,5.672,4.332,4.365,2.629,2.944,4.69,4.47,6.414,7.386,7.022,4.264,34.171
path1279,6.541,2.813,5.263,3.19,5.265,4.264,6.92,5.939,6.208,6.779,5.906,6.685,7.914,5.771,39.729
path1280,2.502,6.816,4.302,5.444,2.42,4.849,6.456,7.131,7.097,7.064,7.092,4.91,7.855,5.21,39.574
path1281,5.505,5.718,2.353,6.431,4.571,3.463,4.353,6.604,5.858,5.456,3.225,3.215,5.401,4.886,33.519
path1282,5.199,3.595,2.803,4.594,3.502,3.187,4.681,4.292,6.683,5.274,4.803,3.768,5.341,6.871,32.297
path1283,5.567,3.766,2.627,5.907,6.467,5.52,2.593,3.728,7.216,7.513,5.615,3.078,6.979,6.674,36.625
path1284,3.494,3.402,4.033,4.948,6.137,4.572,5.975,4.636,7.518,6.209,6.13,3.007,6.137,4.111,35.156
path1285,2.355,4.307,5.985,2.981,6.094,4.121,4.25,4.822,4.36,3.087,4.632,4.08,6.209,4.333,30.807
path1286,2.87,5.313,3.133,5.898,6.215,5.856,5.87,5.4,6.736,3.181,7.935,5.571,4.143,7.277,37.699
path1287,5.364,6.667,6.188,2.763,2.358,5.38,3.465,4.145,6.222,7.346,3.648,5.73,7.751,4.546,35.786
path1288,5.031,4.05,4.857,3.357,5.959,3.524,4.393,4.154,3.909,4.659,7.95,4.26,4.795,4.169,32.534
path1289,5.704,6.742,3.922,4.327,3.414,3.723,3.656,5.073,4.42,6.688,3.362,4.325,4.767,6.491,33.307
path1290,6.402,4.113,5.521,4.663,6.601,2.626,5.988,3.416,4.241,3.156,7.271,3.355,7.849,4.648,34.925
path1291,2.883,6.475,5.054,4.014,5.226,3.524,3.887,4.338,4.853,3.002,6.98,3.552,5.567,4.716,32.035
path1292,3.096,6.744,5.935,3.379,5.974,6.067,4.705,3.398,3.397,6.033,5.085,7.435,8.188,4.246,36.842
path1293,4.454,3.303,4.836,4.767,3.206,5.346,5.968,5.861,7.083,4.652,7.056,3.011,5.588,5.753,35.443
path1294,6.127,6.047,3.835,4.62,6.202,7.296,4.743,4.514,3.5,5.853,3.193,3.183,3.619,5.577,34.155
path1295,4.863,3.037,6.025,5.411,2.925,5.778,3.504,6.154,4.684,5.692,7.186,7.273,6.996,5.489,37.508
path1296,3.966,3.409,4.539,6.126,2.743,3.407,5.064,4.62,4.998,6.022,7.633,7.105,6.703,4.231,35.283
path1297,2.55,4.25,3.204,6.336,6.516,2.99,4.936,3.637,5.531,6.901,3.841,7.563,4.552,6.721,34.765
path1298,6.395,3.518,3.64,3.186,6.833,2.388,2.598,2.641,2.991,3.207,4.962,7.568,6.426,7.649,32.001
path1299,6.236,6.264,2.544,5.498,3.007,5.729,3.583,3.989,3.465,6.762,7.389,6.323,5.09,5.864,35.872
path1300,2.463,5.002,5.383,4.64,3.684,5.582,5.541,5.593,3.6,3.388,6.939,6.903,4.514,5.842,34.537
path1301,3.853,3.602,4.105,6.061,3.124,3.433,6.105,6.331,6.96,7.172,3.169,3.093,6.505,7.642,35.577
path1302,5.321,6.408,6.303,3.254,3.769,3.317,3.903,2.739,4.78,2.725,5.868,7.588,4.696,4.419,32.545
path1303,6.534,2.382,6.428,5.785,4.478,5.317,3.203,2.541,3.53,4.697,3.599,4.439,5.109,5.532,31.787
path1304,4.191,2.845,4.858,5.692,4.162,2.541,3.351,3.625,6.671,3.682,4.986,4.143,7.346,6.761,32.427
path1305,3.351,6.753,2.504,4.682,3.603,5.987,6.207,2.516,5.869,7.031,4.958,5.783,7.085,7.21,36.769
path1306,3.077,3.367,4.359,2.977,5.044,5.171,4.188,5.153,6.477,6.303,3.836,6.706,8.063,3.968,34.345
path1307,3.055,3.982,2.307,4.515,4.317,6.544,5.014,4.215,6.229,5.097,6.402,4.797,7.949,4.012,34.218
path1308,3.872,5.533,3.622,3.872,4.12,3.797,3.601,4.529,5.658,5.815,6.589,5.474,7.646,6.724,35.426
path1309,3.251,2.765,3.533,3.776,5.463,4.466,3.57,6.293,4.234,6.325,5.417,7.657,6.438,6.185,34.686
path1310,5.142,4.742,3.087,6.522,2.924,4.066,4.775,4.149,5.74,6.232,7.863,5.181,8.195,5.068,36.842
path1311,4.082,4.323,4.445,4.606,5.327,3.976,3.059,5.354,5.517,6.357,3.783,5.835,4.683,4.914,33.131
path1312,4.274,6.466,3.758,4.256,4.223,3.215,5.466,4.487,6.651,4.586,4.242,3.536,3.717,3.584,31.23
path1313,2.45,6.185,5.757,2.34,6.408,3.915,4.038,5.102,3.005,3.519,7.521,7.671,3.288,7.053,34.126
path1314,4.675,5.363,5.795,6.792,6.171,5.45,2.369,7.081,4.245,6.551,3.023,3.038,3.863,7.816,36.116
path1315,5.592,3.128,3.245,3.264,5.977,4.892,2.41,4.709,3.094,6.719,3.881,3.259,5.605,7.308,31.541
path1316,2.84,4.131,6.331,2.944,4.627,7.092,4.816,6.986,5.978,7.424,4.038,7.369,4.401,7.814,38.396
path1317,4.599,2.659,3.217,4.108,3.681,4.441,6.089,3.773,5.059,4.128,6.717,5.288,7.129,4.392,32.64
path1318,4.527,4.944,6.032,2.586,4.312,5.791,5.27,5.551,3.863,5.205,4.187,4.791,6.413,3.715,33.593
path1319,3.453,5.426,4.333,6.685,4.887,4.327,5.705,4.8,5.376,7.626,4.628,4.522,4.708,6.2,36.338
